,0
533,25
534,25
535,26
536,26
537,26
538,26
539,26
540,26
541,26
542,26
543,26
544,26
545,26
546,26
547,26
548,26
549,27
550,27
551,27
552,27
553,27
554,27
555,27
556,27
557,28
558,28
559,28
560,28
561,28
562,28
563,28
564,29
565,29
566,29
567,29
568,29
569,29
570,29
571,29
572,29
573,29
574,29
575,29
576,29
577,29
578,29
579,29
580,29
581,29
582,29
583,30
584,30
585,30
586,30
587,30
588,30
589,30
590,30
591,30
592,30
593,30
594,30
595,30
596,30
597,30
598,30
599,31
600,31
601,31
602,31
603,31
604,31
605,31
606,31
607,31
608,32
609,32
610,32
611,32
612,32
613,33
614,33
615,33
616,33
617,33
618,34
619,34
620,34
621,34
622,34
623,34
624,34
625,34
626,34
627,35
628,35
629,35
630,35
631,35
632,35
633,35
634,35
635,35
636,35
637,35
638,35
639,37
640,37
641,37
642,37
643,37
644,37
645,37
646,37
647,37
648,37
649,37
650,38
651,38
652,38
653,38
654,38
655,38
656,38
657,38
658,39
659,39
660,39
661,39
662,39
663,39
664,39
665,39
666,39
667,39
668,39
669,39
670,39
671,39
672,39
673,39
674,39
675,39
676,39
677,39
678,39
679,39
680,40
681,40
682,40
683,40
684,40
685,40
686,40
687,40
688,41
689,41
690,41
691,41
692,41
693,41
694,41
695,41
696,41
697,41
698,41
699,41
700,41
701,41
702,41
703,41
704,41
705,41
706,42
707,42
708,42
709,42
710,42
711,42
712,42
713,42
714,42
715,42
716,42
717,43
718,43
719,43
720,43
721,43
722,43
723,44
724,44
725,44
726,45
727,45
728,45
729,45
730,45
731,45
732,45
733,45
734,45
735,45
736,45
737,46
738,46
739,46
740,46
741,46
742,46
743,46
744,46
745,46
746,46
747,46
748,46
749,46
750,46
751,46
752,46
753,47
754,47
755,47
756,47
757,47
758,47
759,48
760,48
761,48
762,48
763,48
764,48
765,49
766,49
767,49
768,49
769,49
770,49
771,49
772,49
773,49
774,49
775,49
776,50
777,50
778,50
779,51
780,51
781,51
782,51
783,51
784,51
785,52
786,52
787,52
788,52
789,53
790,54
791,54
792,54
793,54
794,54
795,54
796,54
797,55
798,55
799,55
800,55
801,55
802,55
803,55
804,55
805,55
806,56
807,56
808,56
809,56
810,56
811,56
812,56
813,56
814,57
815,57
816,57
817,57
818,57
819,57
820,57
821,57
822,57
823,57
824,57
825,58
826,58
827,58
828,58
829,58
830,58
831,59
832,59
833,59
834,59
835,59
836,60
837,60
838,60
839,60
840,60
841,60
842,60
843,61
844,61
845,61
846,62
847,62
848,62
849,62
850,62
851,62
852,62
853,63
854,63
855,63
856,63
857,63
858,63
859,63
860,63
861,63
862,64
863,64
864,64
865,64
866,64
867,64
868,64
869,65
870,65
871,65
872,65
873,65
874,65
875,65
876,65
877,66
878,66
879,66
880,66
881,66
882,66
883,66
884,67
885,67
886,67
887,67
888,67
889,67
890,67
891,67
892,67
893,67
894,67
895,67
896,68
897,68
898,68
899,68
900,68
901,69
902,69
903,69
904,69
905,69
906,69
907,70
908,70
909,70
910,70
911,70
912,70
913,71
914,71
915,71
916,71
917,71
918,71
919,71
920,72
921,72
922,72
923,72
924,72
925,72
926,72
927,72
928,72
929,72
930,72
931,73
932,73
933,73
934,73
935,73
936,73
937,73
938,73
939,73
940,74
941,74
942,74
943,74
944,74
945,74
946,74
947,74
948,74
949,74
950,74
951,74
952,75
953,75
954,75
955,75
956,75
957,76
958,76
959,76
960,76
961,76
962,77
963,77
964,77
965,77
966,77
967,78
968,78
969,78
970,78
971,78
972,78
973,78
974,78
975,79
976,79
977,79
978,79
979,80
980,80
981,80
982,81
983,81
984,81
985,82
986,82
987,82
988,82
989,82
990,82
991,82
992,82
993,83
994,83
995,83
996,83
997,83
998,83
999,83
1000,83
1001,83
1002,84
1003,84
1004,84
1005,84
1006,84
1007,84
1008,84
1009,84
1010,85
1011,85
1012,85
1013,85
1014,86
1015,86
1016,86
1017,87
1018,87
1019,88
1020,88
1021,89
1022,89
1023,89
1024,89
1025,89
1026,89
1027,89
1028,89
1029,89
1030,90
1031,90
1032,90
1033,90
1034,90
1035,90
1036,90
1037,90
1038,91
1039,91
1040,91
1041,91
1042,91
1043,92
1044,92
1045,92
1046,92
1047,93
1048,93
1049,93
1050,93
1051,93
1052,93
1053,93
1054,93
1055,93
1056,93
1057,93
1058,93
1059,93
1060,93
1061,94
1062,94
1063,94
1064,94
1065,94
1066,94
1067,94
1068,95
1069,96
1070,96
1071,96
1072,97
1073,97
1074,97
1075,98
1076,98
1077,99
1078,99
1079,99
1080,99
1081,99
1082,99
1083,99
1084,99
1085,100
1086,100
1087,100
1088,100
1089,100
1090,100
1091,100
1092,100
1093,101
1094,101
1095,102
1096,102
1097,102
1098,102
1099,102
1100,103
1101,103
1102,103
1103,103
1104,103
1105,104
1106,104
1107,104
1108,105
1109,105
1110,106
1111,106
1112,106
1113,106
1114,107
1115,107
1116,107
1117,107
1118,107
1119,107
1120,107
1121,107
1122,107
1123,107
1124,108
1125,108
1126,108
1127,108
1128,108
1129,108
1130,108
1131,108
1132,108
1133,109
1134,109
1135,109
1136,109
1137,110
1138,110
1139,110
1140,110
1141,110
1142,110
1143,111
1144,111
1145,111
1146,111
1147,111
1148,111
1149,111
1150,111
1151,111
1152,112
1153,112
1154,112
1155,112
1156,112
1157,112
1158,113
1159,113
1160,113
1161,113
1162,113
1163,113
1164,114
1165,114
1166,114
1167,114
1168,114
1169,115
1170,115
1171,116
1172,116
1173,116
1174,116
1175,116
1176,117
1177,117
1178,119
1179,119
1180,119
1181,119
1182,119
1183,119
1184,119
1185,119
1186,119
1187,120
1188,120
1189,120
1190,120
1191,120
1192,120
1193,120
1194,120
1195,121
1196,121
1197,121
1198,121
1199,121
1200,121
1201,121
1202,122
1203,122
1204,122
1205,122
1206,123
1207,123
1208,123
1209,123
1210,124
1211,124
1212,124
1213,124
1214,124
1215,124
1216,124
1217,124
1218,124
1219,124
1220,124
1221,124
1222,124
1223,124
1224,125
1225,125
1226,125
1227,125
1228,126
1229,126
1230,126
1231,126
1232,127
1233,127
1234,127
1235,127
1236,127
1237,127
1238,128
1239,128
1240,128
1241,128
1242,128
1243,128
1244,129
1245,129
1246,129
1247,129
1248,129
1249,129
1250,129
1251,130
1252,130
1253,131
1254,131
1255,131
1256,131
1257,131
1258,131
1259,132
1260,132
1261,132
1262,132
1263,132
1264,133
1265,133
1266,133
1267,133
1268,133
1269,133
1270,134
1271,134
1272,134
1273,134
1274,134
1275,134
1276,135
1277,135
1278,136
1279,136
1280,136
1281,136
1282,136
1283,136
1284,136
1285,136
1286,136
1287,136
1288,137
1289,137
1290,137
1291,137
1292,137
1293,137
1294,137
1295,137
1296,137
1297,137
1298,137
1299,137
1300,138
1301,138
1302,138
1303,138
1304,139
1305,139
1306,139
1307,139
1308,139
1309,139
1310,139
1311,139
1312,140
1313,140
1314,140
1315,140
1316,140
1317,141
1318,141
1319,141
1320,141
1321,141
1322,141
1323,141
1324,141
1325,141
1326,142
1327,142
1328,142
1329,142
1330,142
1331,142
1332,143
1333,143
1334,143
1335,143
1336,143
1337,143
1338,143
1339,143
1340,144
1341,144
1342,144
1343,144
1344,144
1345,144
1346,145
1347,145
1348,145
1349,145
1350,145
1351,145
1352,145
1353,145
1354,145
1355,145
1356,145
1357,145
1358,145
1359,146
1360,146
1361,147
1362,147
1363,147
1364,147
1365,147
1366,148
1367,148
1368,148
1369,148
1370,148
1371,148
1372,148
1373,148
1374,148
1375,149
1376,149
1377,149
1378,149
1379,149
1380,149
1381,149
1382,149
1383,150
1384,150
1385,150
1386,150
1387,150
1388,151
1389,151
1390,151
1391,151
1392,151
1393,151
1394,152
1395,152
1396,152
1397,152
1398,153
1399,153
1400,153
1401,153
1402,153
1403,153
1404,153
1405,153
1406,154
1407,154
1408,154
1409,154
1410,154
1411,154
1412,155
1413,156
1414,156
1415,156
1416,156
1417,157
1418,157
1419,157
1420,157
1421,157
1422,157
1423,157
1424,158
1425,158
1426,158
1427,158
1428,159
1429,159
1430,159
1431,159
1432,159
1433,159
1434,159
1435,160
1436,160
1437,160
1438,160
1439,160
1440,161
1441,161
1442,161
1443,161
1444,161
1445,162
1446,162
1447,162
1448,162
1449,162
1450,163
1451,163
1452,163
1453,163
1454,164
1455,164
1456,164
1457,165
1458,165
1459,166
1460,166
1461,166
1462,166
1463,167
1464,167
1465,167
1466,167
1467,167
1468,167
1469,167
1470,167
1471,167
1472,168
1473,168
1474,168
1475,168
1476,168
1477,169
1478,169
1479,169
1480,170
1481,170
1482,170
1483,170
1484,170
1485,170
1486,171
1487,171
1488,172
1489,172
1490,173
1491,173
1492,173
1493,174
1494,174
1495,174
1496,174
1497,174
1498,174
1499,175
1500,175
1501,175
1502,175
1503,175
1504,175
1505,175
1506,176
1507,176
1508,176
1509,176
1510,177
1511,177
1512,177
1513,177
1514,177
1515,177
1516,177
1517,177
1518,177
1519,178
1520,178
1521,178
1522,178
1523,178
1524,178
1525,178
1526,178
1527,178
1528,178
1529,179
1530,179
1531,179
1532,179
1533,179
1534,180
1535,180
1536,180
1537,180
1538,180
1539,180
1540,181
1541,181
1542,181
1543,181
1544,181
1545,181
1546,181
1547,182
1548,182
1549,182
1550,182
1551,183
1552,184
1553,184
1554,184
1555,185
1556,185
1557,185
1558,185
1559,186
1560,186
1561,186
1562,186
1563,186
1564,186
1565,186
1566,187
1567,187
1568,187
1569,188
1570,188
1571,188
1572,188
1573,188
1574,189
1575,189
1576,189
1577,189
1578,189
1579,190
1580,190
1581,190
1582,190
1583,191
1584,191
1585,191
1586,191
1587,191
1588,191
1589,191
1590,191
1591,192
1592,192
1593,192
1594,192
1595,192
1596,192
1597,192
1598,193
1599,193
1600,193
1601,193
1602,193
1603,193
1604,194
1605,194
1606,194
1607,195
1608,195
1609,195
1610,195
1611,195
1612,195
1613,195
1614,195
1615,197
1616,197
1617,197
1618,197
1619,197
1620,198
1621,198
1622,198
1623,199
1624,199
1625,199
1626,199
1627,199
1628,200
1629,200
1630,201
1631,201
1632,201
1633,202
1634,202
1635,202
1636,203
1637,203
1638,203
1639,203
1640,203
1641,203
1642,203
1643,203
1644,204
1645,204
1646,204
1647,204
1648,204
1649,204
1650,205
1651,205
1652,205
1653,206
1654,206
1655,207
1656,207
1657,207
1658,208
1659,208
1660,208
1661,208
1662,208
1663,209
1664,209
1665,209
1666,209
1667,209
1668,209
1669,209
1670,209
1671,210
1672,210
1673,210
1674,210
1675,211
1676,211
1677,211
1678,211
1679,212
1680,212
1681,212
1682,212
1683,212
1684,212
1685,213
1686,213
1687,213
1688,213
1689,215
1690,215
1691,215
1692,215
1693,215
1694,215
1695,216
1696,217
1697,217
1698,217
1699,218
1700,218
1701,218
1702,218
1703,218
1704,218
1705,219
1706,219
1707,219
1708,219
1709,219
1710,219
1711,220
1712,220
1713,221
1714,221
1715,221
1716,221
1717,222
1718,222
1719,222
1720,223
1721,223
1722,223
1723,224
1724,224
1725,224
1726,225
1727,225
1728,226
1729,226
1730,226
1731,227
1732,227
1733,227
1734,227
1735,227
1736,227
1737,228
1738,228
1739,228
1740,228
1741,229
1742,229
1743,229
1744,229
1745,229
1746,229
1747,230
1748,230
1749,230
1750,230
1751,230
1752,230
1753,230
1754,232
1755,232
1756,233
1757,233
1758,233
1759,233
1760,234
1761,234
1762,234
1763,234
1764,234
1765,234
1766,234
1767,234
1768,235
1769,235
1770,235
1771,235
1772,236
1773,236
1774,236
1775,236
1776,237
1777,238
1778,238
1779,238
1780,238
1781,238
1782,238
1783,239
1784,239
1785,239
1786,239
1787,239
1788,240
1789,240
1790,240
1791,240
1792,240
1793,240
1794,241
1795,241
1796,242
1797,242
1798,242
1799,242
1800,243
1801,243
1802,243
1803,243
1804,244
1805,244
1806,245
1807,245
1808,245
1809,245
1810,246
1811,246
1812,246
1813,246
1814,247
1815,248
1816,248
1817,249
1818,249
1819,249
1820,249
1821,250
1822,250
1823,251
1824,251
1825,251
1826,251
1827,251
1828,251
1829,252
1830,252
1831,252
1832,252
1833,252
1834,253
1835,253
1836,254
1837,254
1838,255
1839,255
1840,255
1841,255
1842,255
1843,255
1844,256
1845,256
1846,256
1847,256
1848,257
1849,257
1850,257
1851,258
1852,258
1853,258
1854,258
1855,259
1856,259
1857,259
1858,260
1859,260
1860,260
1861,260
1862,260
1863,260
1864,260
1865,260
1866,260
1867,260
1868,260
1869,261
1870,261
1871,261
1872,261
1873,261
1874,261
1875,261
1876,262
1877,262
1878,262
1879,263
1880,263
1881,263
1882,263
1883,264
1884,264
1885,264
1886,264
1887,264
1888,264
1889,265
1890,265
1891,265
1892,266
1893,266
1894,266
1895,266
1896,267
1897,267
1898,267
1899,267
1900,268
1901,268
1902,268
1903,268
1904,268
1905,269
1906,270
1907,270
1908,270
1909,271
1910,271
1911,271
1912,271
1913,272
1914,272
1915,273
1916,274
1917,274
1918,275
1919,275
1920,275
1921,275
1922,276
1923,276
1924,276
1925,276
1926,276
1927,276
1928,277
1929,277
1930,277
1931,277
1932,278
1933,278
1934,278
1935,278
1936,278
1937,280
1938,280
1939,280
1940,280
1941,281
1942,281
1943,281
1944,281
1945,281
1946,281
1947,282
1948,283
1949,283
1950,284
1951,284
1952,284
1953,285
1954,285
1955,286
1956,286
1957,286
1958,286
1959,286
1960,286
1961,286
1962,286
1963,287
1964,287
1965,287
1966,287
1967,287
1968,287
1969,288
1970,288
1971,288
1972,289
1973,289
1974,290
1975,290
1976,291
1977,292
1978,292
1979,293
1980,293
1981,293
1982,294
1983,295
1984,295
1985,296
1986,296
1987,296
1988,297
1989,297
1990,298
1991,298
1992,299
1993,299
1994,300
1995,300
1996,301
1997,301
1998,302
1999,303
2000,304
2001,304
2002,305
2003,305
2004,306
2005,307
2006,307
2007,307
2008,307
2009,307
2010,307
2011,308
2012,308
2013,308
2014,308
2015,308
2016,308
2017,308
2018,309
2019,309
2020,309
2021,309
2022,309
2023,310
2024,310
2025,310
2026,311
2027,311
2028,311
2029,312
2030,312
2031,312
2032,312
2033,312
2034,312
2035,314
2036,314
2037,314
2038,314
2039,314
2040,314
2041,314
2042,314
2043,315
2044,315
2045,315
2046,315
2047,316
2048,316
2049,316
2050,316
2051,316
2052,316
2053,316
2054,316
2055,317
2056,317
2057,317
2058,317
2059,318
2060,318
2061,318
2062,318
2063,318
2064,320
2065,320
2066,320
2067,320
2068,320
2069,321
2070,321
2071,321
2072,321
2073,321
2074,321
2075,322
2076,322
2077,322
2078,323
2079,326
2080,326
2081,326
2082,326
2083,327
2084,327
2085,327
2086,328
2087,328
2088,328
2089,329
2090,330
2091,330
2092,330
2093,331
2094,331
2095,333
2096,333
2097,334
2098,334
2099,335
2100,335
2101,335
2102,336
2103,336
2104,336
2105,337
2106,337
2107,337
2108,337
2109,338
2110,338
2111,338
2112,341
2113,341
2114,341
2115,343
2116,343
2117,343
2118,343
2119,343
2120,343
2121,343
2122,343
2123,343
2124,343
2125,344
2126,344
2127,344
2128,344
2129,345
2130,346
2131,347
2132,347
2133,348
2134,348
2135,348
2136,348
2137,348
2138,349
2139,349
2140,349
2141,349
2142,349
2143,350
2144,350
2145,351
2146,351
2147,352
2148,352
2149,352
2150,352
2151,353
2152,353
2153,354
2154,355
2155,355
2156,355
2157,355
2158,355
2159,356
2160,356
2161,356
2162,356
2163,357
2164,358
2165,358
2166,358
2167,358
2168,358
2169,359
2170,359
2171,360
2172,360
2173,360
2174,360
2175,360
2176,361
2177,361
2178,361
2179,362
2180,362
2181,363
2182,363
2183,363
2184,364
2185,364
2186,364
2187,365
2188,365
2189,365
2190,365
2191,365
2192,365
2193,365
2194,365
2195,365
2196,365
2197,366
2198,366
2199,366
2200,366
2201,366
2202,367
2203,368
2204,368
2205,369
2206,369
2207,370
2208,370
2209,370
2210,370
2211,371
2212,371
2213,371
2214,371
2215,371
2216,371
2217,371
2218,372
2219,372
2220,372
2221,373
2222,373
2223,373
2224,374
2225,374
2226,375
2227,375
2228,375
2229,375
2230,376
2231,376
2232,377
2233,377
2234,377
2235,378
2236,378
2237,378
2238,379
2239,379
2240,379
2241,379
2242,379
2243,379
2244,379
2245,379
2246,380
2247,381
2248,381
2249,381
2250,381
2251,382
2252,383
2253,383
2254,383
2255,383
2256,384
2257,384
2258,384
2259,384
2260,385
2261,386
2262,386
2263,386
2264,386
2265,386
2266,387
2267,387
2268,387
2269,387
2270,387
2271,387
2272,388
2273,388
2274,388
2275,388
2276,388
2277,389
2278,390
2279,390
2280,391
2281,391
2282,391
2283,391
2284,391
2285,391
2286,391
2287,391
2288,393
2289,393
2290,393
2291,393
2292,393
2293,393
2294,393
2295,393
2296,393
2297,394
2298,394
2299,394
2300,395
2301,395
2302,395
2303,395
2304,395
2305,395
2306,395
2307,395
2308,396
2309,396
2310,396
2311,397
2312,397
2313,398
2314,398
2315,398
2316,398
2317,398
2318,398
2319,398
2320,399
2321,399
2322,399
2323,400
2324,400
2325,400
2326,402
2327,402
2328,402
2329,403
2330,403
2331,404
2332,405
2333,405
2334,405
2335,405
2336,405
2337,405
2338,406
2339,406
2340,406
2341,406
2342,406
2343,407
2344,407
2345,407
2346,407
2347,407
2348,407
2349,408
2350,408
2351,409
2352,409
2353,410
2354,410
2355,410
2356,410
2357,410
2358,411
2359,411
2360,411
2361,411
2362,412
2363,412
2364,412
2365,412
2366,412
2367,412
2368,413
2369,413
2370,413
2371,413
2372,414
2373,414
2374,414
2375,414
2376,414
2377,414
2378,414
2379,414
2380,415
2381,415
2382,415
2383,416
2384,416
2385,418
2386,418
2387,418
2388,418
2389,420
2390,420
2391,420
2392,420
2393,420
2394,421
2395,421
2396,422
2397,422
2398,422
2399,422
2400,423
2401,423
2402,423
2403,423
2404,424
2405,424
2406,424
2407,425
2408,425
2409,425
2410,426
2411,426
2412,426
2413,426
2414,426
2415,426
2416,427
2417,427
2418,427
2419,427
2420,427
2421,427
2422,427
2423,428
2424,428
2425,429
2426,429
2427,429
2428,429
2429,429
2430,429
2431,430
2432,430
2433,430
2434,430
2435,430
2436,430
2437,430
2438,430
2439,430
2440,430
2441,430
2442,431
2443,431
2444,431
2445,432
2446,432
2447,432
2448,433
2449,433
2450,434
2451,434
2452,434
2453,434
2454,435
2455,435
2456,436
2457,436
2458,436
2459,436
2460,436
2461,436
2462,437
2463,437
2464,437
2465,437
2466,437
2467,437
2468,438
2469,438
2470,438
2471,438
2472,438
2473,439
2474,439
2475,439
2476,439
2477,439
2478,439
2479,439
2480,440
2481,440
2482,440
2483,441
2484,441
2485,441
2486,441
2487,442
2488,442
2489,442
2490,442
2491,442
2492,443
2493,443
2494,443
2495,443
2496,444
2497,444
2498,445
2499,445
2500,445
2501,445
2502,445
2503,446
2504,446
2505,447
2506,447
2507,447
2508,447
2509,447
2510,447
2511,448
2512,448
2513,448
2514,449
2515,449
2516,449
2517,449
2518,449
2519,449
2520,449
2521,450
2522,450
2523,450
2524,450
2525,451
2526,451
2527,451
2528,452
2529,452
2530,452
2531,453
2532,454
2533,454
2534,455
2535,456
2536,456
2537,456
2538,457
2539,457
2540,457
2541,458
2542,458
2543,458
2544,459
2545,459
2546,459
2547,459
2548,460
2549,460
2550,460
2551,461
2552,461
2553,462
2554,462
2555,462
2556,462
2557,462
2558,462
2559,462
2560,463
2561,463
2562,463
2563,464
2564,464
2565,464
2566,465
2567,465
2568,465
2569,466
2570,467
2571,467
2572,468
2573,469
2574,469
2575,469
2576,469
2577,469
2578,469
2579,469
2580,469
2581,469
2582,470
2583,470
2584,470
2585,470
2586,470
2587,470
2588,470
2589,471
2590,471
2591,471
2592,471
2593,472
2594,473
2595,473
2596,473
2597,474
2598,474
2599,475
2600,476
2601,476
2602,477
2603,477
2604,477
2605,477
2606,477
2607,477
2608,477
2609,477
2610,477
2611,477
2612,477
2613,477
2614,477
2615,478
2616,478
2617,478
2618,478
2619,479
2620,479
2621,479
2622,479
2623,479
2624,479
2625,480
2626,480
2627,480
2628,481
2629,482
2630,482
2631,482
2632,485
2633,485
2634,485
2635,486
2636,486
2637,486
2638,486
2639,487
2640,487
2641,488
2642,489
2643,489
2644,489
2645,490
2646,491
2647,491
2648,491
2649,491
2650,492
2651,493
2652,493
2653,493
2654,494
2655,494
2656,494
2657,495
2658,495
2659,495
2660,495
2661,496
2662,497
2663,497
2664,497
2665,497
2666,498
2667,498
2668,498
2669,499
2670,500
2671,500
2672,500
2673,501
2674,501
2675,501
2676,502
2677,502
2678,502
2679,502
2680,503
2681,503
2682,503
2683,503
2684,503
2685,504
2686,504
2687,504
2688,504
2689,504
2690,505
2691,505
2692,506
2693,506
2694,506
2695,506
2696,506
2697,508
2698,508
2699,509
2700,509
2701,510
2702,510
2703,511
2704,511
2705,511
2706,511
2707,511
2708,512
2709,512
2710,512
2711,512
2712,512
2713,513
2714,513
2715,513
2716,513
2717,513
2718,514
2719,514
2720,514
2721,514
2722,514
2723,514
2724,515
2725,515
2726,515
2727,515
2728,517
2729,518
2730,518
2731,518
2732,519
2733,519
2734,520
2735,521
2736,521
2737,522
2738,522
2739,522
2740,522
2741,523
2742,523
2743,523
2744,524
2745,524
2746,524
2747,524
2748,524
2749,525
2750,525
2751,525
2752,526
2753,527
2754,527
2755,528
2756,528
2757,528
2758,528
2759,529
2760,529
2761,529
2762,529
2763,529
2764,530
2765,532
2766,532
2767,532
2768,533
2769,534
2770,534
2771,535
2772,536
2773,536
2774,536
2775,536
2776,536
2777,536
2778,537
2779,537
2780,538
2781,539
2782,540
2783,540
2784,540
2785,541
2786,542
2787,542
2788,543
2789,543
2790,543
2791,543
2792,543
2793,544
2794,544
2795,544
2796,544
2797,544
2798,544
2799,545
2800,545
2801,545
2802,545
2803,546
2804,546
2805,546
2806,546
2807,547
2808,548
2809,548
2810,548
2811,548
2812,549
2813,550
2814,550
2815,550
2816,550
2817,551
2818,551
2819,552
2820,552
2821,552
2822,553
2823,553
2824,553
2825,553
2826,554
2827,554
2828,555
2829,555
2830,555
2831,556
2832,556
2833,557
2834,557
2835,557
2836,557
2837,558
2838,558
2839,558
2840,558
2841,558
2842,561
2843,562
2844,562
2845,562
2846,563
2847,563
2848,563
2849,565
2850,565
2851,565
2852,565
2853,566
2854,566
2855,566
2856,566
2857,566
2858,567
2859,567
2860,568
2861,568
2862,569
2863,569
2864,569
2865,569
2866,570
2867,570
2868,571
2869,571
2870,571
2871,571
2872,572
2873,574
2874,575
2875,575
2876,575
2877,576
2878,576
2879,577
2880,578
2881,578
2882,578
2883,579
2884,579
2885,579
2886,580
2887,580
2888,580
2889,580
2890,580
2891,580
2892,580
2893,580
2894,581
2895,581
2896,581
2897,581
2898,581
2899,582
2900,582
2901,582
2902,582
2903,583
2904,583
2905,583
2906,584
2907,584
2908,585
2909,585
2910,585
2911,586
2912,586
2913,586
2914,586
2915,586
2916,586
2917,587
2918,587
2919,587
2920,587
2921,588
2922,589
2923,589
2924,589
2925,590
2926,590
2927,590
2928,590
2929,591
2930,592
2931,593
2932,593
2933,594
2934,594
2935,594
2936,594
2937,594
2938,595
2939,595
2940,595
2941,596
2942,596
2943,596
2944,596
2945,598
2946,598
2947,599
2948,599
2949,599
2950,600
2951,600
2952,600
2953,602
2954,602
2955,602
2956,602
2957,602
2958,603
2959,603
2960,604
2961,604
2962,604
2963,605
2964,605
2965,605
2966,605
2967,606
2968,606
2969,607
2970,608
2971,608
2972,608
2973,609
2974,610
2975,610
2976,610
2977,610
2978,611
2979,611
2980,611
2981,611
2982,612
2983,612
2984,612
2985,612
2986,613
2987,613
2988,613
2989,613
2990,615
2991,615
2992,616
2993,616
2994,616
2995,616
2996,617
2997,617
